keyword,nDCG@5,Precision@5,Recall@5,MRR
changeable multiple,1,0.2,1,1
fixed multiple,1,0.2,1,1
flexible multiple,1,0.2,1,1
grip,1,0.2,1,1
hand machine tool,1,0.4666666667,0.9444443333,1
impact mechanism device,1,0.2,0.5,1
improved,1,0.2,1,1
multiple adjustment,0.6309297536,0.2,0.166667,1
multiple alterable,1,0.2,1,1
multiple cancer,1,0.2,1,1
multiple fixed,1,0.2,1,1
multiple lanes,1,0.2,1,1
multiple modifiable,1,0.2,0.5,1
multiple personality disorder,1,0.2,1,1
multiple sclerosis,1,0.2,1,1
sliding panel,1,0.2,1,1
various adjustments,1,0.2,1,1
adding cool effects,1,0.2,1,1
aesthetic objects,1,0.2,1,1
aesthetic values,1,0.2,1,1
aesthetically pleasing,1,0.2,0.7222223333,1
animation software,1,0.4,1,1
artificial sources of aesthetic,1,0.2,1,1
beautiful design,1,0.2,1,1
beautiful effect,1,0.2,1,1
beautiful effects,1,0.2,1,1
beauty,1,0.2,0.8125,1
branch of philosophy,1,0.2,1,1
colorful effect,1,0.2,0.8333333333,1
colorful effects,1,0.2,1,1
colorful flash,1,0.2,1,1
culture and nature,1,0.4,0.666667,1
effective communication,1,0.2,1,1
effects of air pollution,1,0.2,1,1
effects of smoking,1,0.2,1,1
effects of soil pollution,1,0.2,1,1
effects of water pollution,1,0.2,1,1
esthetics effects,1,0.2,1,1
interesting effects,1,0.2,1,1
interesting flash,1,0.2,1,1
ornamental,1,0.2,1,1
reflection on art,1,0.2,1,1
side effects,1,0.2,1,1
sound mixing,1,0.2,1,1
video effects,1,0.2,1,1
visual effects,1,0.2,1,1
aesthetic effect,1,0.2,1,1
anesthesia course,1,0.2,1,1
butterfly effect,1,0.2,1,1
color mixing,1,0.2,1,1
cosmetic effect,1,0.2,1,1
cosmetic effects,1,0.3,1,1
dyeability,1,0.2,1,1
effective rainfall,1,0.2,1,1
effects,1,0.2,1,1
fabric,1,0.3,1,1
fabric aesthetic effect,1,0.2,1,1
fiber brightness,1,0.2,1,1
fiber size,1,0.2,1,1
film like effects,1,0.2,1,1
force effect,1,0.2,1,1
good appearance,1,0.2,1,1
greenhouse effect,1,0.2,1,1
high quality,1,0.2,1,1
image filtering effects,1,0.2,1,1
manufacture,1,0.2,1,1
mass effect,1,0.2,1,1
properties,1,0.2,1,1
results,1,0.2,1,1
textile,1,0.2,1,1
video editing tools,1,0.2,0.5,1
visual effects,1,0.2,1,1
agitate by means,1,0.2,1,1
agitated depression,1,0.2,1,1
agitating means,1,0.2,1,1
agitating technology,1,0.2,1,1
apparatus,1,0.2,1,1
bipolar disorder,1,0.2,0.5,1
blending means,1,0.2,1,1
churning means,1,0.2,1,1
means end analysis,1,0.2,1,1
mixing means,1,0.2,1,1
mixing rod,1,0.2,1,1
motion,1,0.2,1,1
movement disorder,1,0.2,1,1
muscle shivering,1,0.6,1,1
parkinson,1,0.2,1,1
rotating,1,0.2,1,1
shaking,1,0.2,1,1
shaking means,1,0.2,1,1
stirring means,1,0.2666666667,1,1
suspend particles,1,0.2,1,1
vibration means,1,0.2,1,1
agitate by means,1,0.4,1,1
agitate means,1,0.4,1,1
agitated person,1,0.2,1,1
agitating means,1,0.2,1,1
agitation device,1,0.2,1,1
blend means,1,0.2,1,1
blending means,1,0.2,1,1
blending system,1,0.2,1,1
blood collection means,1,0.2,1,1
blood pressure means,1,0.2,1,1
brick products,1,0.2,1,1
coloring paste,1,0.2,1,1
fuel pumping means,1,0.2,1,1
gas purification filter,1,0.2,1,1
hexagonal brick forming device,1,0.2,1,1
mixing means,1,0.3333333333,0.8333333333,1
nervous agitation,1,0.2,1,1
reading means,1,0.2,1,1
stir means,1,0.2,1,1
thin film solar cell,0.8769765845,0.2,1,1
vibrator,1,0.2,1,1
air breathing fish,1,0.2,1,1
air chamber,1,0.2,1,1
air discharge path,1,0.2,1,1
air discharge side,1,0.2,1,1
air flow,1,0.2,1,1
air flow conduit,1,0.2,1,1
air flow line,1,0.2,1,1
air flow lines,1,0.2,1,1
air flow pipe,1,0.2,1,1
air line,1,0.2,1,1
air outlet line,1,0.2,0.111111,1
air passage,1,0.2,1,1
air passage line,1,0.2,1,1
air pollution,1,0.2,1,1
air side,1,0.2,1,1
air spring,1,0.3,1,1
air supply conduit,1,0.2,1,1
air supply line,1,0.2,1,1
air supply lines,1,0.2,1,1
air supply path,1,0.2,1,1
air supply side,1,0.4,1,1
blood flow through the heart,1,0.2,1,1
boat stabilizer,1,0.3,1,1
flow,1,0.2,1,1
flow line,1,0.2,1,1
flow lines,1,0.2,1,1
flow supply line,1,0.2,1,1
flowchart,1,0.2,1,1
fluid flow line,1,0.2,1,1
gas discharge path,1,0.2,1,1
gas discharge side,1,0.2,1,1
gas flow line,1,0.2,1,1
gas passage,1,0.2,1,1
gas side,1,0.2,1,1
gas spring,1,0.2,1,1
gas supply path,1,0.2,1,1
gas supply side,1,0.2,1,1
lifeboat,1,0.2,1,1
line spectrum,1,0.2,1,1
numerical lifting line,1,0.4,1,1
passage line system,1,0.6,0.75,1
pneumatic flow line,1,0.2,1,1
shallow draft floating vessel,1,0.2,1,1
supply unit,1,0.2,1,1
three controllable hydrofoil displacement boat,1,0.2,1,1
water absorbent resin,1,0.2,1,1
air current flow,1,0.4,0.666667,1
air falls in the lungs,1,0.2,1,1
air flow component,1,0.2,1,1
air flow into line card,1,0.2,1,1
air flow line,1,0.2,1,1
air flow pathline,0.6309297536,0.2,0.5,1
air india,1,0.2,1,1
air thrissur,1,0.2,1,1
air ticket,1,0.2,1,1
airstream line,1,0.2,1,1
blower,1,0.2,1,1
circulating flow,1,0.2,1,1
circulating velocity,1,0.2,1,1
flow,1,0.2,1,1
flow of the fluid,1,0.2,1,1
flow system,1,0.2,1,1
flow velocity,1,0.2,1,1
gas flow line,1,0.4,1,1
hydrostatic piston,1,0.2,1,1
hypercube line graph structure,1,0.2,1,1
line graph of the road network,1,0.2,1,1
main flow,1,0.2,1,1
main velocity,1,0.4,1,1
non orbiting scroll mounting,1,0.2,1,1
slewing upper body,1,0.4,0.666667,1
velocity of circulating flow,1,0.4,1,1
velocity of the flow,1,0.2,1,1
velocity of the fluid,1,0.2,1,1
ventilation,1,0.2,1,1
water flow line,1,0.2,1,1
air aperture,1,0.4,1,1
air flow type,1,0.2,1,1
air hole,1,0.2,1,1
air moves into the lungs,0.9060254355,0.6,0.333333,1
air opening,1,0.2,1,1
air openings,1,0.2,1,1
air pollution,1,0.6,0.393939,1
air pressure of the lungs,1,0.2,1,1
air vent housing,1,0.2,1,1
air vent opening,1,0.2,1,1
air vent openings,1,0.2,1,1
air venting opening,1,0.2,1,1
air venting openings,1,0.2,1,1
air vents,1,0.2,1,1
bottom,1,0.2,1,1
chamber,1,0.2,1,1
conventional air blower,1,0.2,1,1
dynamic relationships,1,0.2,1,1
flow diagram,1,0.2,1,1
gaps,1,0.2,1,1
gas vent opening,1,0.2,1,1
gas vent openings,1,0.2,1,1
gas venting opening,1,0.2,1,1
gas venting openings,1,0.2,1,1
heart opening,1,0.2,1,1
locking wheel,1,0.2,1,1
opening,1,0.2,1,1
openings,1,0.2,1,1
outlet,1,0.2,1,1
pressure ventilation,1,0.2,1,1
supply opening,1,0.2,1,1
supply openings,1,0.2,1,1
trailer based collision warning,1,0.2,1,1
vehicle safety belt,1,0.2,1,1
vent opening,1,0.2,1,1
vent openings,1,0.2,1,1
vent vents,1,0.2,1,1
alight motion,1,0.2,0.5,1
align shaft,1,0.2,1,1
align with input pole,1,0.2,1,1
align with input rod,1,0.2,1,1
align with input shaft,1,0.2,1,1
align with output shaft,1,0.2,1,1
align with shaft,1,0.2,1,1
aligning characteristics,1,0.2,1,1
alignment receptacles,1,0.2,1,1
brake shoe,1,0.2,1,1
helical gear wheel,1,0.2,1,1
in line alignment,1,0.2,1,1
input devices,1,0.2,1,1
input food,1,0.3333333333,1,1
input member,1,0.2,1,1
intended alignment,1,0.2,1,1
ring gear,1,0.2,1,1
roller scale,1,0.2,1,1
shaft of hair,1,0.2,1,1
shaft system,1,0.2,1,1
teeth alignment,1,0.2,1,1
variable speed gearing,1,0.2,1,1
alpha,1,0.2,0.5,1
alpha beta sulfate,1,0.2,1,1
alpha brain waves,1,0.2,1,1
alpha calcium gypsum,1,0.2,1,1
alpha calcium sulfate,1,0.2,1,1
alpha centauri,1,0.2,1,1
alpha decay,1,0.2,1,1
alpha gypsum,1,0.2,1,1
alpha gypsum block,1,0.2,1,1
alpha gypsum powder,1,0.2,1,1
alpha hemihydrate gypsum,1,0.2,0.9166666667,1
alpha motor neuron,0.8154648768,0.3,1,1
alpha particle,1,0.2,1,1
alpha rays,1,0.2,1,1
alpha sulfate,1,0.2,1,1
alpha type gypsum,1,0.2,1,1
beta calcium,1,0.2,1,1
beta gypsum,1,0.2,1,1
beta sulfate,1,0.2,1,1
calcium,1,0.2,1,1
calcium beta sulfate,1,0.4,1,1
calcium gypsum,1,0.2,0.5,1
calcium sulfate,1,0.2,1,1
calcium sulphate dihydrate,1,0.2,1,1
caso4,1,0.2,1,1
composition,1,0.2,1,1
delamination resistant two ply laminate,1,0.2,1,1
gypsum,1,0.2,1,1
heating of gypsum stone under high pressure,1,0.2,1,1
laminating,1,0.2,1,1
olefinic resins,1,0.2,1,1
polymer composition,1,0.4,0.333333,1
polymer material,1,0.5,1,1
resin,1,0.2,1,1
resin composition,1,0.2,0.5,1
resin material,1,0.2,1,1
substrate wrap,1,0.2,1,1
wooden floor,1,0.2,1,1
alkane,1,0.2,1,1
alpha,1,0.2,1,1
alphabet,1,0.2,1,1
alps mountain,1,0.2,1,1
blocked,1,0.2,1,1
carbon and hydrogen,1,0.2,1,1
chemical compound,1,0.2,1,1
cyclic compounds,1,0.2,1,1
double bonds,1,0.2,1,1
gold chain,1,0.4,1,1
hydrocarbons,1,0.2,1,1
inorganic compound,1,0.2,1,1
open chain,1,0.2,1,1
organic class,1,0.2,1,1
saturated,1,0.2,1,1
saturated like hexane,1,0.2,1,1
silver chain,1,0.2,1,1
single bonds,1,0.2,1,1
unsaturated,1,0.2,1,1
unsaturated like hexene,1,0.2,1,1
air flow,1,0.2,1,1
alumina,1,0.2,1,1
aluminium chloride,1,0.2,1,1
aluminium hydroxide,1,0.2,1,1
aluminium oxide,1,0.2,1,1
aluminum,1,0.2,1,1
aluminum compounds,1,0.2,1,1
aluminum containing compounds,1,0.2,1,1
aluminum hydroxide,1,0.2,1,1
aluminum nitride,1,0.2,1,1
aluminum nitride compounds,1,0.2,1,1
battery,1,0.2,1,1
bauxite,1,0.2,1,1
boron compounds,1,0.2,1,1
boron containing compounds,1,0.2,1,1
boron containing nitride,1,0.2,1,1
boron nitride,1,0.2,1,1
boron nitride compounds,1,0.3,1,1
compounds of aluminium,1,0.2,1,1
flower extract,1,0.2,1,1
leaf extract,1,0.2,1,1
metal,1,0.2,1,1
nitrides,1,0.2,1,1
oxides,1,0.4,1,1
phosphorus,1,0.2,1,1
recycle bin,1,0.2666666667,1,1
salt,1,0.2,1,1
seat belt,1,0.2666666667,1,1
text,1,0.2,1,1
zeolites,1,0.2,1,1
agglutination,1,0.2,1,1
alumina,1,0.2,1,1
aluminium,1,0.2,0.90625,1
aluminium al compound,1,0.8,0.666667,1
aluminium al compounds,1,0.2,1,1
aluminium catalysts,1,0.2,1,1
aluminium compound,1,0.2,1,1
aluminium nitride,1,0.2,1,1
aluminium oxide,1,0.4,1,1
aluminium trichloride,1,0.2,1,1
aluminiumi compounds,1,0.2,1,1
aluminiumii compounds,1,0.2,1,1
aluminum,1,0.2,1,1
aluminum catalysts,1,0.2,1,1
aluminum compounds,1,0.2,1,1
aluminum hydroxide,1,0.2,0.5,1
bauxite,1,0.2,1,1
compound,1,0.2,1,1
compounds,1,0.2,1,1
copper utensils,1,0.2,1,1
flower extract,1,0.2,1,1
halides,1,0.2,1,1
leaf extract,1,0.2,1,1
nitrides,1,0.2,0.25,1
oxides,1,0.2,1,1
plastic,1,0.2,1,1
recycle bin,1,0.2,1,1
selenide,1,0.2,1,1
sulfide,1,0.2,1,1
zeolites,1,0.2,1,1
alumina,1,0.4,1,1
bonded layers,1,0.2,1,1
crystalline aluminosilicates,1,0.2,1,1
feldspar compound,1,0.2,0.166667,1
glass composition,1,0.4,1,1
hydrocarbon compounds,1,0.2,1,1
knaalsi3o8,1,0.2,1,1
kyanite,1,0.2,1,1
molten material,1,0.2,1,1
petroleum generating compounds,1,0.2,1,1
phase diagram,1,0.2,1,1
propana compound,1,0.2,1,1
rocks,0.6309297536,0.2,1,1
silicates,1,0.2,0.5,1
sillimanite,1,0.4,1,1
tetrahedral,1,0.8,0.657143,1
zeolite,1,0.2,1,1
zeolite material,1,0.2,1,1
zeolites,1,0.2,0.333333,1
aluminium,1,0.2,1,1
aluminium silicate properties,1,0.2,1,1
aluminium table,1,0.2,1,1
aluminosilicate,1,0.2,1,1
aluminosilicate zeolites,1,0.2,1,1
cable silica,1,0.2,1,1
containing zeolites,1,0.2,1,1
crystalline alumino silicates,1,0.2,1,1
example,1,0.2,1,1
glass,1,0.2,1,1
hydrated aluminum silicates,1,0.2,1,1
hydrous silicates,1,0.2,1,1
minerals,1,0.2,1,1
oxide,1,0.2,1,1
oxides,1,0.2,1,1
oxides containing,1,0.2,1,1
oxides containing zeolites,1,0.2,1,1
oxides materials,1,0.2,1,1
oxides which zeolites,1,0.2,1,1
parallel configuration,1,0.2,1,1
refractory silicates,1,0.2,1,1
rock layer,1,0.24,1,1
rubber and paint,1,0.2,1,1
silica aluminas,1,0.25,1,1
silicate,1,0.2,1,1
silicate zeolites,1,0.4,1,1
silicates,1,0.2,1,1
silicoaluminates,1,0.2,1,1
silicon,1,0.2,1,1
sodium aluminum silicates,1,0.2,1,1
tensile strength,1,0.2,1,1
thermal conductivity,1,0.2,0.333333,1
top layer,1,0.2,1,1
zeolites,1,0.2,0.111111,1
ammonia,1,0.2,1,1
ammonia concentration,1,0.2,1,1
ammonia extraction,1,0.3,1,1
ammonia poisoning,1,0.2,0.5,1
ammonia recovery plant,1,0.2,1,1
ammonia separation,1,0.4,1,1
ammonia solution concentration,1,0.2,1,1
ammonia solution recovery,1,0.2,1,1
ammoniacal liquor,1,0.2,1,1
ammonium concentration,1,0.2,1,1
ammonium recovery,1,0.2,1,1
aqueous ammonia concentration,1,0.2,1,1
aqueous ammonia recovery,1,0.4,1,1
aqueous solution concentration,1,0.2,1,1
aqueous solution recovery,1,0.2,1,1
bipolar membrane electrodialysis,1,0.2,1,1
electrodialysis,1,0.2,1,1
evaporation,1,0.2,1,1
hydrogen recovery,1,0.2,1,1
hyperammonemia,1,0.2,1,1
metal extraction,1,0.4,0.333333,1
nh3 recovery,1,0.2,1,1
nitrogen compounds preparation,1,0.2,1,1
nitrogen purification,1,0.2,0.5,1
nitrogen recovery,1,0.2,1,1
nitrogen removal,1,0.2,1,1
nitrogen separation,1,0.2,1,1
obtain nh3,1,0.2,1,1
obtain solution,1,0.2,1,1
polyatomic cations,1,0.2,1,1
protonation of ammonia,1,0.2,1,1
purification,1,0.2,1,1
recovering ammonia,1,0.2,1,1
recovering of ammonia,1,0.2,0.5,1
recovering of water,1,0.2,1,1
recovering recovery,1,0.2,1,1
recovering recovery ammonia,1,0.2,1,1
recovering recovery water,1,0.4,1,1
recovery,1,0.3,1,1
recovery ammonia,1,0.2,1,1
recovery from injury,1,0.2,1,1
recovery of ammonia,1,0.2,0.5,1
recovery of water,1,0.2,1,1
recovery water,1,0.2,1,1
recycling process,1,0.3,1,1
separation,1,0.2,1,1
solvay process,1,0.2,1,1
speedy recovery,1,0.2,1,1
syngas recovery,1,0.6,0.75,1
syngas removal,1,0.2,1,1
tooth extraction,1,0.2,1,1
alloy separation,1,0.2,1,1
aluminium separation,1,0.2,1,1
ammonia from wastewater,1,0.2,1,1
ammonia gas recovery,1,0.2,1,1
ammonia production,1,0.2,1,1
ammonia recover,1,0.4,0.666667,1
ammonia recovery process,1,0.2,1,1
ammonia recovery tower,1,0.2,1,1
ammoniacal liquor preparation,1,0.2666666667,1,1
ammonium gas recovery,1,0.2,0.25,1
ammonium recover,1,0.2,1,1
ammonium recovery,1,0.4,1,1
azane separation,1,0.2,1,1
binary hydride,1,0.2,1,1
chemical extraction,1,0.2,1,1
colourless gas,1,0.2,1,1
distillation process,1,0.2,1,1
froth separation,1,0.2,1,1
gas recovery,1,0.2,1,1
nh3 recovery,1,0.2,1,1
nitrogenous waste,1,0.2,1,1
recovery,1,0.2,1,1
recovery of money,1,0.2,1,1
recovery of password,1,0.2,1,1
recovery of vehicle,1,0.2,1,1
regenerate hydrogen nitride,1,0.2,1,1
separation,1,1,0.555556,1
solvay process,1,0.2,1,1
sour removal,1,0.2,1,1
sour shift,1,0.2,1,1
sweet shift,1,0.2,1,1
urea recovery,1,0.2,1,1
agonists,1,0.2,1,1
androgen deprivation,1,0.2,1,1
androgen independent,1,0.2,1,1
androgen receptor ligands,1,0.4,1,1
androgenic drugs,1,0.2,1,1
ar agonists,1,0.6666666667,0.7714286667,1
bind to androgen receptor,1,0.2,0.166667,1
chelating ligand,1,0.2,1,1
coordination ligand,1,0.2,1,1
described below,1,0.2,1,1
dirt receptor,1,0.2,1,1
enobosarm,1,0.2,1,1
estrogen receptor modulators,1,0.2,1,1
follows,1,0.2,1,1
hormone,1,0.2,1,1
inhibitors,1,0.2,1,1
mediator,1,0.2,1,1
modular protein,1,0.2,1,1
modulators,1,0.2,1,1
pharmacological treatment,1,0.2,1,1
receptor,1,0.2,1,1
receptor modulators,1,0.2,1,1
running track,1,0.2,1,1
sarms,1,0.2,1,1
selective androgen,1,0.2,1,1
selective androgen receptor modulators,1,0.2,1,1
selective estrogen receptor modulators,1,0.2,1,1
sports club,1,0.2,1,1
steroides,1,0.2,0.166667,1
testosterone receptor modulators,1,0.2,1,1
therapeutics,1,0.2,1,1
angular ball bearing,1,0.2,1,1
angular contact ball bearing,1,0.2,1,1
angular contact bearing,1,0.2,1,1
angular eye disease,1,0.2,1,1
angular webpack,1,0.2,1,1
axial angular contact bearing,1,0.2,0.333333,1
bearing joints,1,0.2,1,1
bearing systems,1,0.2,1,1
ceramic sputtering target,1,0.2,1,1
contact lens,1,0.2,1,1
contact therapy radiation,1,0.2,1,1
contact tracing,1,0.2,1,1
cylindrical roller,1,0.2,0.75,1
electromotive iron material cutter,1,0.2,0.5,1
load bearings,1,0.2,1,1
machine elements,1,0.4,1,1
molten solder applicating apparatus,1,0.2,1,1
outer ring race,1,0.2,1,1
radial angular contact bearing,1,0.2,1,1
roller bearing,1,0.2,1,1
rolling element bearings,1,0.2,1,1
angular contact ball bearing,1,0.6,1,1
angular bearing,1,0.2,1,1
angular contact ball bearing,1,0.2,1,1
angular contact bearing,1,0.2,1,1
ball bearing,1,0.2,1,1
bearing system,1,0.2,1,1
contact network,1,0.2,0.333333,1
contact number,1,0.2,1,1
contact type programming,1,0.2,1,1
damping element,1,0.2,1,1
double row angular contact bearing,1,0.3,1,1
dual angular contact bearing,1,0.2,1,1
electric generators,1,0.2,1,1
gear shift cable,1,0.2,1,1
needle bearing,1,0.8,1,1
non contact programming,1,0.2,0.7777776667,1
outer bearing,1,0.2,1,1
pain bearing,1,0.2,1,1
rotator,1,0.4,1,1
sealing of pistons,1,0.2,1,1
spherical roller bearing,1,0.4,1,1
steal balls,1,0.2,1,1
vehicle,1,0.2,1,1
angular bearing,1,0.2,1,1
angular contact,1,0.2,1,1
angular contact assembly,1,0.2,1,1
bearing,1,0.2,1,1
inner element,1,0.2,1,1
inner ring,1,0.2,1,1
outer element,1,0.2,1,1
outer ring,1,0.2,1,1
plurality element rolling,1,0.4,0.875,1
plurality of elements,1,0.2,1,1
plurality of rolling,1,0.2,0.5,1
plurality of rolling elements,1,0.2,1,1
set element rolling,1,0.2,0.25,1
set of elements,1,0.2,1,1
set of rolling,1,0.2,1,1
set of rolling elements,1,0.2,1,1
angle bearing,1,0.2,1,1
angle contact bearing,1,0.2,1,1
angle contact bearings,1,0.2,1,1
angled bearing,1,0.2,1,1
angled contact bearing,1,0.4,0.5,1
angled contact bearings,1,0.2,0.5,1
angular ball bearing,1,0.2,1,1
angular bearing,1,0.4,0.666667,1
angular contact,1,0.2,1,1
angular contact bearings,1,0.2,0.333333,1
bearing,1,0.2,1,1
embodiment angle bearing,1,0.2,1,1
embodiment angle contact bearing,1,0.2,1,1
embodiment angle contact bearings,1,0.2,1,1
embodiment angular bearing,1,0.2,1,1
embodiment angular contact bearing,1,0.2,1,1
embodiment angular contact bearings,1,0.6,0.6,1
thrust bearing,1,0.2,1,1
adipose tissue,1,0.2,1,1
animal,1,0.2,1,1
animal by products,1,0.2,1,1
animal cage,1,0.2,1,1
animal dairy product,1,0.2,1,1
animal essential fatty acids,1,0.3,0.8333335,1
animal ester of fatty acids,1,0.2,1,1
animal fats and oils,1,0.2,1,1
animal house,1,0.2,1,1
animal oils,1,0.2,0.142857,1
animal triglycerides,1,0.2,1,1
animal zoo,1,0.2,1,1
consist of animal fats,1,0.2,1,1
fat cells,1,0.2,1,1
fat removal surgery,1,0.2,1,1
fatigue strength,1,0.2,1,1
fats,1,0.2,1,1
inedible fats,1,0.2,1,1
lipid profile,1,0.2,1,1
liver metabolism,1,0.2,1,1
made of triglycerides,1,0.2,1,1
palmitic acid,1,0.2,1,1
pest animals,1,0.2,1,1
vegetable fats,1,0.2,1,1
waxes,1,0.2,1,1
animal cage,1,0.2,1,1
animal care,1,0.2,1,1
animal lipid,1,0.2,1,1
animal lipids,1,0.2,1,1
animal oils,1,0.2,1,1
biochemical mechanisms,1,0.4,1,1
biomass,1,0.2,1,1
burning fats,1,0.2,0.2,1
dietary fat,1,0.2,1,1
ester of fatty acids,1,0.2,1,1
fat molecules,1,0.6,1,1
fat people,1,0.2,1,1
fat person,1,0.4,1,1
fats,1,0.2,1,1
fatty tissue,1,0.2,1,1
fish oils,1,0.2,1,1
lubricating oils,1,0.2,1,1
milk fats,1,0.2,1,1
nutrient in food,1,0.2,1,1
oil,1,0.2,1,1
oils,1,0.2,1,1
pet animal,1,0.2,1,1
petroleum oils,1,0.2,1,1
rendered fats,1,0.2666666667,1,1
saturated fats,1,0.2,0.5,1
triglycerides from animals,1,0.2,1,1
vegetable fats,1,0.2,1,1
vegetable oils,1,0.2,1,1
waxes,1,0.2,0.5,1
acid fats,1,0.6,0.647059,1
animal fat,1,0.2,1,1
animal vegetable fat,1,0.4,1,1
animal vegetable fats,1,0.2,1,1
components,1,0.2,1,1
consist of animal fats,1,0.2,1,1
fat,1,0.2,1,1
fats,1,0.2,1,1
fatty acid fats,1,0.2,1,1
fatty fats,1,0.2,1,1
fish fat,1,0.2,1,1
fish fats,1,0.2,1,1
greases,1,0.2,0.2,1
hydrogenated animal fat,1,0.2,1,1
hydrogenated animal fats,1,0.2,1,1
hydrogenated vegetable fat,1,0.2,1,1
hydrogenated vegetable fats,1,0.2,1,1
natural fat,1,0.2,1,1
natural fats,1,0.2,1,1
products,1,0.3,0.5714285,1
vegetable fat,1,0.2,1,1
vegetable fats,0.9298593499,0.3,1,1
annual plants,1,0.2,1,1
annual review,1,0.2,1,1
annular eclipse,1,0.2,1,1
annular ends,1,0.2,1,1
annular ulcer,1,0.2,1,1
automatic steering vehicle,1,0.2,1,1
blood tube end,1,0.2,1,1
circular ends,1,0.2,1,1
corresponding axial ends,1,0.2,1,1
cylindrical flanges,1,0.2,1,1
cylindrical segments,1,0.3,1,1
disc shaped ends,1,0.2,1,1
end edges,1,0.2,1,1
endnote,1,0.2,1,1
ends edges,1,0.2,0.6,1
extending,1,0.2,1,1
flanges,1,0.2,1,1
fuel tanks,1,0.2,1,1
inner edges,1,0.2,0.2,1
outer circular surfaces,1,0.2,1,1
plates,1,0.2,1,1
projecting annular flanges,1,0.2,1,1
ring shaped ends,1,0.2,1,1
rings,1,0.2,1,1
segments,1,0.2,1,1
shoulders,1,0.2,1,1
tire changer,1,0.2,0.77083325,1
